"dataset_key","cluster_source","cluster_id","cell_type_label","annotation_status","confidence_score","marker_evidence","reference_source","notes"
"medicago_Seurat","Rank_4th","0","0","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","1","1","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","10","10","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","11","11","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","12","12","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","13","13","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","14","14","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","15","15","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","16","16","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","17","17","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","18","18","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","19","19","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","2","2","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","20","20","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","21","21","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","22","22","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","23","23","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","24","24","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","25","25","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","26","26","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","27","27","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","28","28","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","3","3","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","4","4","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","5","5","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","6","6","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","7","7","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","8","8","unreviewed",,"","",""
"medicago_Seurat","Rank_4th","9","9","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","0","0","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","1","1","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","10","10","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","11","11","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","12","12","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","13","13","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","14","14","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","15","15","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","16","16","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","17","17","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","18","18","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","19","19","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","2","2","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","20","20","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","21","21","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","22","22","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","23","23","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","24","24","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","25","25","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","26","26","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","27","27","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","28","28","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","29","29","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","3","3","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","4","4","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","5","5","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","6","6","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","7","7","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","8","8","unreviewed",,"","",""
"medicago_Seurat","Rank_5th","9","9","unreviewed",,"","",""
